sampleID,Kartez,family,genus_new,species_new,genus_old,species_old,Native,PhotoPath,LifeHistory,FunctionalGroup,site,lf_sum_area,lf_n_pieces,lf_whole_ind,lf_wet_mass,lf_dry_mass,sla,ldmc,lf_petiole_ind,lf_iso_mass,lf_iso_d15N,lf_iso_d13C,lf_iso_pN,lf_iso_pC,lf_iso_CN,stem_wet_mass,stem_length,stem_diam_1,stem_diam_2,root_wet_mass,root_length,root_diam_1,root_diam_2,stem_dry_mass_1,stem_dry_mass_2,sdmc,sdens,root_dry_mass_1,root_dry_mass_2,rdmc,rdens,fine_root_length_sum,fine_root_p95_diam,fine_root_volume_sum,fine_root_wet_mass,fine_root_dry_mass,fr_dmc,srl,fr_dens,seed_mass_sum,seed_n,seed_mass
273,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_black,2.66838176,5,TRUE,0.1159,0.0159,167.8227522,0.13718723,FALSE,3.159,3.807757143,-29.79871429,1.907964784,38.49283477,20.17481407,0.0958,37.1,1.2,1.5,0.4972,50.8,4,2.5,0.034,0.0337,0.35177453,6.31998e-4,0.1672,0.1664,0.334674175,3.87964e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_black,2.129028,5,TRUE,0.0797,0.0112,190.0917857,0.140526976,FALSE,3.282,3.883757143,-29.47571429,2.054449498,40.43198085,19.68020186,0.0935,34.9,2,1.2,0.0993,49.7,1.7,1,0.0328,0.0323,0.345454545,4.50913e-4,0.0371,0.0366,0.36858006,5.03205e-4,NA,NA,NA,NA,NA,NA,NA,NA,2.463,11,0.223909091
274,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_black,2.129028,5,TRUE,0.0797,0.0112,190.0917857,0.140526976,FALSE,3.282,3.883757143,-29.47571429,2.054449498,40.43198085,19.68020186,0.0935,34.9,2,1.2,0.0993,49.7,1.7,1,0.0328,0.0323,0.345454545,4.50913e-4,0.0371,0.0366,0.36858006,5.03205e-4,NA,NA,NA,NA,NA,NA,NA,NA,4.586,17,0.269764706
275,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_black,1.58838392,5,TRUE,0.0578,0.0105,151.274659,0.1816609,FALSE,3.264,3.930757143,-29.55171429,1.815937075,42.0774604,23.1712106,0.0783,39.2,1,1.5,0.0421,25.5,1.5,0.8,0.0258,0.0256,0.326947637,5.2516e-4,0.0157,0.0154,0.365795724,5.64013e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_black,0.86515956,5,TRUE,0.0249,0.0047,184.0765021,0.18875502,FALSE,NA,NA,NA,NA,NA,NA,0.0203,13.7,0.9,1.1,0.0701,20.2,1.7,1.9,0.0075,0.0073,0.359605911,6.76188e-4,0.0241,0.0238,0.339514979,4.62535e-4,NA,NA,NA,NA,NA,NA,NA,NA,0.972,3,0.324
277,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_black,1.27354584,5,TRUE,0.0437,0.0074,172.1007892,0.169336384,FALSE,NA,NA,NA,NA,NA,NA,0.1087,33.4,1.9,1.5,0.1024,48.3,1,1.8,0.037,0.0367,0.337626495,4.81874e-4,0.0399,0.0396,0.38671875,5.18493e-4,NA,NA,NA,NA,NA,NA,NA,NA,1.87,10,0.187
577,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.967463778,0.037170723,0.007206741,11.36,0.86,0.075704225,0.095902255,119.3327132,NA,NA,NA
578,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7069757,0.035649602,0.009635219,12.84,1.497,0.116588785,0.127872479,155.3675153,NA,NA,NA
579,ERAB2,Polygonaceae,Eriogonum,abertianum,Eriogonum,abertianum,y,C3,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.77441591,0.034643909,0.008901624,31.57,1.66,0.052581565,0.129947233,186.482826,NA,NA,NA
350,ERWR,Polygonaceae,Eriogonum,wrightii,Eriogonum,wrightii,y,C3,p,s,core_PJ,2.3451566,5,TRUE,0.0705,0.0159,147.4941258,0.225531915,FALSE,3.197,2.479,-28.86642857,2.429006094,43.78168255,18.02452561,0.3144,27.6,3,3.2,0.6029,36.5,3.5,4.4,0.1509,0.1509,0.479961832,7.2413e-4,0.2743,0.2734,0.453474871,6.08621e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,ERWR,Polygonaceae,Eriogonum,wrightii,Eriogonum,wrightii,y,C3,p,s,core_PJ,2.62709152,5,TRUE,0.0819,0.022,119.4132509,0.268620269,FALSE,3.273,-1.243,-29.52742857,1.544461706,49.20294382,31.85766512,0.0447,20.4,1.2,1.4,0.4582,27.6,4,3.3,0.0215,0.0214,0.478747204,7.88772e-4,0.2301,0.2296,0.501091227,7.92608e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,ERWR,Polygonaceae,Eriogonum,wrightii,Eriogonum,wrightii,y,C3,p,s,core_PJ,3.41096092,5,TRUE,0.0963,0.028,121.8200329,0.290758048,FALSE,3.288,-1.271,-29.06842857,1.445837167,46.26785831,32.00073934,0.1087,11.9,2.5,2.5,0.1609,10.1,3.3,3.4,0.0491,0.049,0.450781969,8.38841e-4,0.0768,0.0768,0.477315103,8.62638e-4,NA,NA,NA,NA,NA,NA,NA,NA,0.752,1,0.752
353,ERWR,Polygonaceae,Eriogonum,wrightii,Eriogonum,wrightii,y,C3,p,s,core_PJ,1.15612672,5,TRUE,0.0444,0.0127,91.0336,0.286036036,FALSE,NA,NA,NA,NA,NA,NA,0.0139,7.9,1,0.7,0.5835,36.4,3.3,4.2,0.0041,0.0041,0.294964029,9.052e-4,0.2945,0.294,0.503856041,7.27804e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,ERWR,Polygonaceae,Eriogonum,wrightii,Eriogonum,wrightii,y,C3,p,s,core_PJ,1.0451592,5,TRUE,0.0315,0.011,95.01447273,0.349206349,FALSE,NA,NA,NA,NA,NA,NA,0.0282,13.8,1.4,0.7,0.0544,12.4,2.1,1.9,0.0086,0.0082,0.290780142,6.61717e-4,0.0245,0.0243,0.446691176,6.23266e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,core_blue,1.80064156,5,TRUE,0.0435,0.0141,127.7050752,0.324137931,TRUE,NA,NA,NA,NA,NA,NA,0.0071,15.5,0.3,0.4,0.0094,11.9,0.5,0.6,0.0018,0.0019,0.267605634,0.00126547,0.003,0.003,0.319148936,0.001058192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,core_blue,1.83935116,5,TRUE,0.0423,0.0133,138.2970797,0.314420804,FALSE,3.063,1.92635,-13.6945,1.349138189,46.05515164,34.13671929,0.0119,15.8,0.7,0.6,0.0287,20.7,0.9,0.9,0.0027,0.0027,0.226890756,5.13966e-4,0.0118,0.012,0.418118467,9.11248e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,core_blue,1.4548358,5,TRUE,0.0347,0.0127,114.554,0.365994236,TRUE,NA,NA,NA,NA,NA,NA,0.0103,10.8,0.7,0.7,0.0528,17.7,1.8,1.9,0.0027,0.0029,0.281553398,6.97732e-4,0.0237,0.0235,0.445075758,4.93805e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,core_blue,1.90580264,5,TRUE,0.0475,0.0164,116.207478,0.345263158,TRUE,3.097,0.96935,-13.4195,1.182426544,46.36709951,39.21351372,0.01,10.1,0.6,0.6,0.0205,23.2,0.5,0.6,0.0028,0.0024,0.24,8.40423e-4,0.0072,0.0068,0.331707317,0.001230301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,core_blue,3.41999316,10,TRUE,0.0866,0.0252,135.7140143,0.290993072,FALSE,3.116,0.79835,-13.5035,1.360258441,46.9940595,34.54789037,0.0277,42.6,0.8,0.7,0.0445,35.1,0.8,0.8,0.0074,0.0071,0.25631769,3.76698e-4,0.0177,0.0177,0.397752809,0.001003221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.12096399,0.050909434,0.041272717,62.73,4.369,0.069647696,0.16726029,105.856855,NA,NA,NA
593,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47339411,0.039195636,0.010213746,15.26,0.79,0.051769332,0.075429225,77.34674442,NA,NA,NA
747,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,11,0.378181818
762,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.767,7,0.252428571
763,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929,3,0.309666667
764,CHAL11,Euphorbiaceae,Euphorbia,albomarginata,Euphorbia,albomarginata,y,C4,p,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.672,9,0.296888889
378,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,2.1548344,13,TRUE,0.0394,0.0117,184.1738803,0.296954315,TRUE,NA,NA,NA,NA,NA,NA,0.0049,8.2,0.5,0.6,0.1159,21.4,2.6,2.1,0.0023,0.0023,0.469387755,0.001177347,0.0609,0.0603,0.5202761,6.47207e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,1.95225416,15,TRUE,0.0338,0.0093,209.9198022,0.275147929,FALSE,3.055,-4.80165,-15.4595,1.97400492,46.14609981,23.376892,0.003,10.7,0.2,0.3,0.0946,29.4,1.9,1.4,0.0016,0.0013,0.433333333,0.002442518,0.048,0.0477,0.50422833,7.53014e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,2.06193136,16,TRUE,0.0348,0.0087,237.0036046,0.25,TRUE,NA,NA,NA,NA,NA,NA,0.0088,28,0.4,0.3,0.0488,15.8,1.9,1.6,0.0039,0.0034,0.386363636,0.001253577,0.0216,0.0213,0.43647541,5.59107e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,1.81999636,17,TRUE,0.0349,0.0111,163.963636,0.318051576,FALSE,3.085,-3.46365,-15.8175,1.757361212,47.40936923,26.97758941,0.0035,8.8,0.4,0.4,0.026,16.8,1.1,1.1,0.0018,0.001,0.285714286,9.0429e-4,0.0129,0.0128,0.492307692,8.01726e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,1.42644876,15,TRUE,0.0278,0.009,158.4943067,0.323741007,FALSE,3.171,-2.85965,-14.9415,1.549147522,46.57776011,30.06670408,0.0036,18.5,0.4,0.3,0.0235,31.4,0.7,1,0.0015,0.0015,0.416666667,8.37046e-4,0.0117,0.0117,0.49787234,6.49896e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020A_60,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.539,11,0.412636364
2020A_61,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.617,9,0.290777778
2020A_62,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.005,13,0.385
2020A_63,CHCHC3,Euphorbiaceae,Chamaesyce,chaetocalyx,Euphorbia,chaetocalyx,y,C4,p,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.643,9,0.515888889
373,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,0.80386936,7,TRUE,0.0118,0.0027,297.7293926,0.228813559,FALSE,NA,NA,NA,NA,NA,NA,0.006,34.4,0.2,0.1,NA,NA,NA,NA,0.0019,0.0019,0.316666667,0.0030139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.838,12,0.153166667
374,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,1.4774164,12,TRUE,0.0211,0.0046,321.1774783,0.218009479,FALSE,1.068,-2.03675,-16.0595,1.559873659,48.29156056,30.95863583,0.0092,29.6,0.3,0.5,0.0051,16.5,0.2,0.4,0.0034,0.003,0.326086957,7.90069e-4,0.0018,0.0018,0.352941176,0.001488203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,0.8580628,8,TRUE,0.0142,0.0037,231.9088649,0.26056338,FALSE,NA,NA,NA,NA,NA,NA,0.0064,23,0.2,0.4,0.003,10.5,0.1,0.3,0.0017,0.0017,0.265625,0.001008312,7e-4,7e-4,0.233333333,0.001958832,NA,NA,NA,NA,NA,NA,NA,NA,0.578,3,0.192666667
375,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,0.8580628,8,TRUE,0.0142,0.0037,231.9088649,0.26056338,FALSE,NA,NA,NA,NA,NA,NA,0.0064,23,0.2,0.4,0.003,10.5,0.1,0.3,0.0017,0.0017,0.265625,0.001008312,7e-4,7e-4,0.233333333,0.001958832,NA,NA,NA,NA,NA,NA,NA,NA,2.562,18,0.142333333
376,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,1.0258044,10,TRUE,0.0163,0.004,256.4511,0.245398773,FALSE,1.286,-0.93685,-15.4025,1.950980106,44.37493303,22.74494389,0.007,29.2,0.3,0.3,0.0025,13.1,0.1,0.3,0.0023,0.0021,0.3,0.00101743,7e-4,7e-4,0.28,0.001570056,NA,NA,NA,NA,NA,NA,NA,NA,1.696,13,0.130461538
377,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,1.04257856,9,TRUE,0.017,0.0043,242.4601302,0.252941176,FALSE,1.975,-0.56785,-15.3135,1.859459652,44.67045721,24.02335386,0.0044,26.3,0.2,0.1,5e-4,10.5,0.1,0.2,0.0021,0.0014,0.318181818,0.002904731,1e-4,1e-4,0.2,5.1969e-4,NA,NA,NA,NA,NA,NA,NA,NA,0.88,6,0.146666667
688,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.32199812,0.030495636,0.006108221,4.55,0.32,0.07032967,0.031001749,52.38841091,NA,NA,NA
689,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40427721,0.027837441,0.004806062,6.091,0.994,0.163191594,0.155208772,206.8221196,NA,NA,NA
690,CHRE4,Euphorbiaceae,Euphorbia,revoluta,Euphorbia,revoluta,y,C4,a,f,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58785931,0.034231839,0.005926842,2.89,0.779,0.269550173,0.13940938,131.4359262,NA,NA,NA
10,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,NA,NA,NA,NA,NA,0.0117,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_black,NA,NA,NA,NA,0.0108,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,20,0.67
177,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_blue,2.41870484,10,TRUE,0.044,0.0131,184.6339573,0.297727273,TRUE,3.089,0.720757143,-14.40671429,1.195920794,46.46823694,38.85561415,0.0036,7.3,0.5,0.4,0.0065,14.2,0.5,0.3,9e-4,9e-4,0.25,7.72008e-4,0.0022,0.0022,0.338461538,0.00120773,NA,NA,NA,NA,NA,NA,NA,NA,11.31,16,0.706875
178,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_blue,2.57225292,10,TRUE,0.0465,0.0134,191.9591731,0.288172043,TRUE,3.077,0.57815,-14.4165,1.54001658,44.66396027,29.00225935,0.0172,24,0.4,0.4,0.0104,22.9,0.5,0.3,0.0045,0.0043,0.25,0.001425764,0.0034,0.0032,0.307692308,0.001089307,NA,NA,NA,NA,NA,NA,NA,NA,14.262,19,0.750631579
292,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_black,2.46515636,7,TRUE,0.0512,0.0155,159.0423458,0.302734375,FALSE,3.253,2.89015,-14.7885,1.985558892,44.67324674,22.49907919,0.0096,9.1,0.7,0.7,0.0512,33,1.2,0.7,0.0027,0.0024,0.25,6.85306e-4,0.0159,0.0158,0.30859375,6.6023e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_PJ,2.44386608,10,TRUE,0.0445,0.0092,265.6376174,0.206741573,TRUE,NA,NA,NA,NA,NA,NA,0.0106,25.8,0.4,0.4,0.0033,20.7,0.4,0.1,0.0035,0.0035,0.330188679,0.00107954,9e-4,8e-4,0.242424242,7.02962e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.32529181,0.019472949,0.003737059,8.94,0.852,0.095302013,0.049176661000000003,227.9867366,NA,NA,NA
513,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1785963,0.02028188,0.002093158,2.52,0.49,0.194444444,0.079306039,234.0960137,NA,NA,NA
514,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66846295,0.015713707,0.001086863,3.21,0.11,0.034267913,0.016495555,101.2087397,NA,NA,NA
555,CHSE7,Euphorbiaceae,Euphorbia,serrula,Euphorbia,serrula,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09537258,0.025969168,0.002493314,3.78,0.177,0.046825397,0.021864343,70.98984781,NA,NA,NA
25,CHSES,Euphorbiaceae,Euphorbia,serpyllifolia,Euphorbia,serpyllifolia,y,C4,a,f,core_black,NA,NA,NA,NA,0.0043,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.844,20,0.1422
173,CHSES,Euphorbiaceae,Euphorbia,serpyllifolia,Euphorbia,serpyllifolia,y,C4,a,f,core_blue,1.75870616,10,TRUE,0.0305,0.0092,191.163713,0.301639344,TRUE,2.972,-0.122242857,-14.33071429,1.66853615,47.91492969,28.71674652,0.0058,11.1,0.3,0.3,0.0181,20.7,0.6,0.7,0.0018,0.0018,0.310344828,0.002294127,0.0056,0.0056,0.309392265,8.13665e-4,NA,NA,NA,NA,NA,NA,NA,NA,3.418,20,0.1709
174,CHSES,Euphorbiaceae,Euphorbia,serpyllifolia,Euphorbia,serpyllifolia,y,C4,a,f,core_blue,1.15225576,10,TRUE,0.0197,0.0065,177.2701169,0.329949239,TRUE,NA,NA,NA,NA,NA,NA,0.0066,19.6,0.4,0.3,0.0168,30.2,0.4,0.7,0.0021,0.0019,0.287878788,0.001000754,0.0056,0.0054,0.321428571,7.34405e-4,NA,NA,NA,NA,NA,NA,NA,NA,3.141,20,0.15705
175,CHSES,Euphorbiaceae,Euphorbia,serpyllifolia,Euphorbia,serpyllifolia,y,C4,a,f,core_blue,1.56580332,10,TRUE,0.0255,0.0067,233.7019881,0.262745098,TRUE,3.34,-0.740242857,-14.54271429,1.566868887,46.50765031,29.68190299,0.0054,8.2,0.5,0.5,0.0126,15.6,0.5,0.6,0.0021,0.0019,0.351851852,0.001180077,0.0042,0.0042,0.333333333,0.001130095,NA,NA,NA,NA,NA,NA,NA,NA,2.746,20,0.1373
176,CHSES,Euphorbiaceae,Euphorbia,serpyllifolia,Euphorbia,serpyllifolia,y,C4,a,f,core_blue,1.91096392,10,TRUE,0.0328,0.0098,194.9963184,0.298780488,TRUE,3.29,1.468757143,-14.34771429,1.581395225,47.45816059,30.01030977,0.0121,18.5,0.6,0.6,0.0117,16,0.5,0.6,0.0046,0.0045,0.371900826,8.60298e-4,0.0038,0.0035,0.299145299,9.18202e-4,NA,NA,NA,NA,NA,NA,NA,NA,3.192,20,0.1596
556,CHSES,Euphorbiaceae,Euphorbia,serpyllifolia,Euphorbia,serpyllifolia,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95224628,0.015992047,7.06e-4,1.64,0.02,0.012195122,0.005060413,28.34027075,NA,NA,NA
557,CHSES,Euphorbiaceae,Euphorbia,serpyllifolia,Euphorbia,serpyllifolia,y,C4,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92844926,0.015305503,9.12e-4,0.74,0.101,0.136486486,0.020493262,110.7500865,NA,NA,NA
2,EUEX4,Euphorbiaceae,Euphorbia,exstipulata,Euphorbia,exstipulata,y,C3,a,f,core_black,NA,NA,NA,NA,0.0132,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,EUEX4,Euphorbiaceae,Euphorbia,exstipulata,Euphorbia,exstipulata,y,C3,a,f,core_blue,5.82063352,5,TRUE,0.1729,0.0313,185.9627323,0.181029497,FALSE,3.179,3.4826,-27.25942857,2.907536035,44.24118762,15.21604103,0.0609,23.7,1.1,1.3,0.0401,22,1.1,0.9,0.0146,0.0139,0.228243021,5.17381e-4,0.0114,0.0112,0.279301746,6.46042e-4,NA,NA,NA,NA,NA,NA,NA,NA,27.505,10,2.7505
