"","ObservationID","AccSpeciesID","AccSpeciesName","Latitude","Longitude","14_Leaf nitrogen (N) content per leaf dry mass_mg/g","13_Leaf carbon (C) content per leaf dry mass_mg/g","15_Leaf phosphorus (P) content per leaf dry mass_mg/g","44_Leaf potassium (K) content per leaf dry mass_mg/g"
"1",19224,61942,"Panicum sp",NA,NA,18.2,439.3,NA,NA
"2",19225,48859,"Schizachyrium scoparium",NA,NA,9.7,436,NA,NA
"3",19229,61942,"Panicum sp",NA,NA,17.3,456.2,NA,NA
"4",19232,60063,"Schizachyrium sp",NA,NA,14.1,451.6,NA,NA
"5",19234,40121,"Panicum virgatum",NA,NA,14.9,443.8,NA,NA
"6",19236,61942,"Panicum sp",NA,NA,17.1,433.6,NA,NA
"7",19238,61942,"Panicum sp",NA,NA,10,441.6,NA,NA
"8",19243,39970,"Panicum decompositum",NA,NA,11.5,490,NA,NA
"9",19251,60063,"Schizachyrium sp",NA,NA,11,424.8,NA,NA
"10",19260,60063,"Schizachyrium sp",NA,NA,9.5,441.2,NA,NA
"11",19274,48849,"Schizachyrium crinizonatum",NA,NA,17.1,520,NA,NA
"12",19280,39965,"Panicum coloratum",NA,NA,22,427,NA,NA
"13",19285,39972,"Panicum deustum",NA,NA,15.1,422.5,NA,NA
"14",19289,39965,"Panicum coloratum",NA,NA,32.6,434.4,NA,NA
"15",19361,40030,"Panicum maximum",NA,NA,12,412.2,NA,NA
"16",21086,40030,"Panicum maximum",-1.75,-47.0833,13.6,NA,NA,NA
"17",21370,40030,"Panicum maximum",-22.7167,-47.6333,13.9,NA,NA,NA
"18",21373,40030,"Panicum maximum",-22.7167,-47.6333,17.4,NA,NA,NA
"19",21376,40030,"Panicum maximum",-22.7167,-47.6333,8.5,NA,NA,NA
"20",21377,40030,"Panicum maximum",-22.7167,-47.6333,9.2,NA,NA,NA
"21",21384,40030,"Panicum maximum",-22.7167,-47.6333,8,NA,NA,NA
"22",21385,40030,"Panicum maximum",-22.7167,-47.6333,8.8,NA,NA,NA
"23",21386,40030,"Panicum maximum",-22.7167,-47.6333,10.4,NA,NA,NA
"24",21387,40030,"Panicum maximum",-22.7167,-47.6333,10.8,NA,NA,NA
"25",21388,40030,"Panicum maximum",-22.7167,-47.6333,15,NA,NA,NA
"26",22646,40116,"Panicum trinii",-22.933333,-42.216667,9.8,NA,NA,NA
"27",22651,40030,"Panicum maximum",-1.45,-48.483333,14.9,NA,NA,NA
"28",23358,40030,"Panicum maximum",-3.1,-60.016667,15.8,NA,NA,NA
"29",25725,40113,"Panicum trichoides",-8.25,-35.916667,22.8,NA,NA,NA
"30",25726,40113,"Panicum trichoides",-8.25,-35.916667,26.7,NA,NA,NA
"31",25727,40119,"Panicum venezuelae",-8.25,-35.916667,24.8,NA,NA,NA
"32",26044,40030,"Panicum maximum",-24.593889,31.3916,24.8,NA,NA,NA
"33",26046,40030,"Panicum maximum",-24.543639,31.4076,20.5,NA,NA,NA
"34",26048,40030,"Panicum maximum",-24.685694,31.4571,16.4,NA,NA,NA
"35",26228,40030,"Panicum maximum",-25.2147,31.3798,16.7,NA,NA,NA
"36",26235,40030,"Panicum maximum",-25.169167,31.2511,14,NA,NA,NA
"37",26237,40030,"Panicum maximum",-25.0069,31.4803,10.8,NA,NA,NA
"38",26241,40030,"Panicum maximum",-25.028317,31.3702,16.7,NA,NA,NA
"39",26426,40030,"Panicum maximum",-24.243972,30.8248,21.4,NA,NA,NA
"40",26434,40030,"Panicum maximum",-24.297806,30.9183,17.9,NA,NA,NA
"41",26437,40030,"Panicum maximum",-24.249444,30.9434,16.7,NA,NA,NA
"42",26438,40030,"Panicum maximum",-24.243833,30.9377,19.3,NA,NA,NA
"43",26439,40030,"Panicum maximum",-24.233333,30.6072,13.5,NA,NA,NA
"44",26441,40030,"Panicum maximum",-24.153694,30.9576,30.5,NA,NA,NA
"45",26442,40030,"Panicum maximum",-24.243361,30.6065,20.9,NA,NA,NA
"46",26445,40030,"Panicum maximum",-24.269278,30.9957,23.8,NA,NA,NA
"47",26468,40030,"Panicum maximum",-24.216389,30.5628,16.6,NA,NA,NA
"48",26471,40030,"Panicum maximum",-24.2955,30.9886,20.1,NA,NA,NA
"49",26473,40030,"Panicum maximum",-24.282361,30.9557,22.8,NA,NA,NA
"50",26476,40030,"Panicum maximum",-24.291444,30.9674,19.2,NA,NA,NA
"51",26477,40030,"Panicum maximum",-24.281778,30.9801,20.7,NA,NA,NA
"52",26478,40030,"Panicum maximum",-24.277833,30.9764,23.2,NA,NA,NA
"53",26482,40030,"Panicum maximum",-24.190528,30.5291,12.3,NA,NA,NA
"54",26483,40030,"Panicum maximum",-24.191944,30.5449,20.8,NA,NA,NA
"55",26491,40030,"Panicum maximum",-24.166417,30.9884,24.5,NA,NA,NA
"56",27394,40030,"Panicum maximum",-25.2621,31.5038,13.1,NA,NA,NA
"57",27397,40030,"Panicum maximum",-25.108583,31.602,15.9,NA,NA,NA
"58",27400,40030,"Panicum maximum",-25.1746,31.7391,19.6,NA,NA,NA
"59",27407,40030,"Panicum maximum",-25.16145,31.8946,24,NA,NA,NA
"60",27410,40030,"Panicum maximum",-25.15305,31.8961,18.4,NA,NA,NA
"61",27412,40030,"Panicum maximum",-25.013033,31.8617,12.1,NA,NA,NA
"62",27416,40030,"Panicum maximum",-25.111317,31.9225,19,NA,NA,NA
"63",27418,40030,"Panicum maximum",-25.289883,31.7674,22.2,NA,NA,NA
"64",27424,40030,"Panicum maximum",-25.391717,31.6044,14.9,NA,NA,NA
"65",27433,40030,"Panicum maximum",-24.244778,31.0232,26.8,NA,NA,NA
"66",27437,40030,"Panicum maximum",-24.282056,31.0261,19.7,NA,NA,NA
"67",27438,40030,"Panicum maximum",-24.26625,31.0566,25.2,NA,NA,NA
"68",27439,40030,"Panicum maximum",-24.138167,31.0984,19,NA,NA,NA
"69",27441,40030,"Panicum maximum",-24.28375,31.003,18.6,NA,NA,NA
"70",27443,40030,"Panicum maximum",-24.253889,31.0529,17.9,NA,NA,NA
"71",27450,40030,"Panicum maximum",-24.072083,31.0149,20,NA,NA,NA
"72",27496,40030,"Panicum maximum",-24.601778,31.5443,16.7,NA,NA,NA
"73",27497,40030,"Panicum maximum",-24.669889,31.5267,19,NA,NA,NA
"74",27498,39965,"Panicum coloratum",-24.638139,31.5674,13.3,NA,NA,NA
"75",27500,40030,"Panicum maximum",-24.9974,31.513,13.3,NA,NA,NA
"76",27502,39965,"Panicum coloratum",-24.872033,31.7751,12.8,NA,NA,NA
"77",27525,40030,"Panicum maximum",-24.7602,31.8963,9.9,NA,NA,NA
"78",27527,40030,"Panicum maximum",-24.780683,31.8573,16.3,NA,NA,NA
"79",27528,39965,"Panicum coloratum",-24.701433,31.8214,17.6,NA,NA,NA
"80",27529,39965,"Panicum coloratum",-24.70195,31.8215,20.7,NA,NA,NA
"81",27533,40030,"Panicum maximum",-24.949217,31.6581,14.4,NA,NA,NA
"82",27619,40121,"Panicum virgatum",43.19935,-90.059033,15.1,NA,NA,NA
"83",27620,48859,"Schizachyrium scoparium",43.19935,-90.059033,10.1,NA,NA,NA
"84",27628,61942,"Panicum sp",42.1900833,-90.26585,17,NA,NA,NA
"85",27629,60063,"Schizachyrium sp",42.1900833,-90.26585,9.7,NA,NA,NA
"86",27668,40030,"Panicum maximum",-28.33325,31.7733,16.8,NA,NA,NA
"87",27669,39972,"Panicum deustum",-28.306983,31.9062,17.2,NA,NA,NA
"88",27672,39972,"Panicum deustum",-28.168433,31.9878,18.5,NA,NA,NA
"89",27675,40030,"Panicum maximum",-28.234267,31.7613,21.1,NA,NA,NA
"90",27676,40030,"Panicum maximum",-28.166917,31.9998,21.4,NA,NA,NA
"91",27677,40030,"Panicum maximum",-28.23275,31.7532,22,NA,NA,NA
"92",27678,40030,"Panicum maximum",-28.306483,31.9039,22.2,NA,NA,NA
"93",27679,39972,"Panicum deustum",-28.306733,31.9039,22.6,NA,NA,NA
"94",27682,40030,"Panicum maximum",-28.168417,31.9878,24.5,NA,NA,NA
"95",27715,40030,"Panicum maximum",-24.102117,31.6918,12.9,NA,NA,NA
"96",27736,40030,"Panicum maximum",-24.478383,31.751,19.8,NA,NA,NA
"97",28229,40030,"Panicum maximum",-23.1481,31.4748,17.8,NA,NA,NA
"98",28239,40030,"Panicum maximum",-23.369167,31.3134,25.3,NA,NA,NA
"99",28243,61942,"Panicum sp",42.0757,-101.43585,17.8,NA,NA,NA
"100",28244,60063,"Schizachyrium sp",42.0757,-101.43585,14.1,NA,NA,NA
"101",28249,61942,"Panicum sp",42.0801667,-101.44048,18.6,NA,NA,NA
"102",28335,40030,"Panicum maximum",-22.703967,31.036,18.9,NA,NA,NA
"103",28383,39972,"Panicum deustum",-28.106517,32.074,11.8,NA,NA,NA
"104",28392,40030,"Panicum maximum",-28.097083,32.12,15.2,NA,NA,NA
"105",28394,40030,"Panicum maximum",-28.194267,32.0138,17.8,NA,NA,NA
"106",28395,40030,"Panicum maximum",-28.097167,32.1201,19.2,NA,NA,NA
"107",28471,39965,"Panicum coloratum",-28.224667,28.2246667,33.8,NA,NA,NA
"108",28480,39965,"Panicum coloratum",-28.22305,28.22305,23.2,NA,NA,NA
"109",28484,39972,"Panicum deustum",-28.22305,28.22305,16.1,NA,NA,NA
"110",28527,48050,"Salsola sp",-29.516425,21.9643382,22.4,NA,NA,NA
"111",28549,61942,"Panicum sp",41.7700167,-99.37605,10.2,NA,NA,NA
"112",28550,60063,"Schizachyrium sp",41.7700167,-99.37605,11.6,NA,NA,NA
"113",28765,7911,"Bouteloua gracilis",45.4166667,-93.166667,11.31368587,NA,NA,NA
"114",28766,7911,"Bouteloua gracilis",45.4166667,-93.166667,11.64577104,NA,NA,NA
"115",28767,7911,"Bouteloua gracilis",45.4166667,-93.166667,12.44067215,NA,NA,NA
"116",28768,7911,"Bouteloua gracilis",45.4166667,-93.166667,13.58461742,NA,NA,NA
"117",28769,7911,"Bouteloua gracilis",45.4166667,-93.166667,13.88925455,NA,NA,NA
"118",28770,7911,"Bouteloua gracilis",45.4166667,-93.166667,13.9144946,NA,NA,NA
"119",28771,7911,"Bouteloua gracilis",45.4166667,-93.166667,15.87086536,NA,NA,NA
"120",28819,40050,"Panicum oligosanthes",45.4166667,-93.166667,12.83032591,NA,NA,NA
"121",28820,40050,"Panicum oligosanthes",45.4166667,-93.166667,14.73344382,NA,NA,NA
"122",28821,40050,"Panicum oligosanthes",45.4166667,-93.166667,18.3715095,NA,NA,NA
"123",28822,40121,"Panicum virgatum",45.4166667,-93.166667,10.30490233,NA,NA,NA
"124",28823,40121,"Panicum virgatum",45.4166667,-93.166667,10.52909502,NA,NA,NA
"125",28824,40121,"Panicum virgatum",45.4166667,-93.166667,10.59445634,NA,NA,NA
"126",28825,40121,"Panicum virgatum",45.4166667,-93.166667,11.00873506,NA,NA,NA
"127",28826,40121,"Panicum virgatum",45.4166667,-93.166667,11.18594635,NA,NA,NA
"128",28827,40121,"Panicum virgatum",45.4166667,-93.166667,11.95401304,NA,NA,NA
"129",28828,40121,"Panicum virgatum",45.4166667,-93.166667,12.73298655,NA,NA,NA
"130",28831,48859,"Schizachyrium scoparium",45.4166667,-93.166667,10.32463665,NA,NA,NA
"131",28832,48859,"Schizachyrium scoparium",45.4166667,-93.166667,10.5308914,NA,NA,NA
"132",28833,48859,"Schizachyrium scoparium",45.4166667,-93.166667,10.6250242,NA,NA,NA
"133",28834,48859,"Schizachyrium scoparium",45.4166667,-93.166667,10.83107864,NA,NA,NA
"134",28835,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.07650906,NA,NA,NA
"135",28836,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.07892715,NA,NA,NA
"136",28837,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.36443925,NA,NA,NA
"137",28838,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.37004225,NA,NA,NA
"138",28839,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.49520965,NA,NA,NA
"139",28840,48859,"Schizachyrium scoparium",45.4166667,-93.166667,11.77647968,NA,NA,NA
"140",28841,48859,"Schizachyrium scoparium",45.4166667,-93.166667,12.04608021,NA,NA,NA
"141",28842,48859,"Schizachyrium scoparium",45.4166667,-93.166667,12.95456648,NA,NA,NA
"142",28843,48859,"Schizachyrium scoparium",45.4166667,-93.166667,14.04767774,NA,NA,NA
"143",28844,48859,"Schizachyrium scoparium",45.4166667,-93.166667,14.77801106,NA,NA,NA
"144",28845,48859,"Schizachyrium scoparium",45.4166667,-93.166667,16.4163335,NA,NA,NA
"145",28854,51135,"Sorghastrum nutans",45.4166667,-93.166667,9.03996074,NA,NA,NA
"146",28855,51135,"Sorghastrum nutans",45.4166667,-93.166667,9.39783767,NA,NA,NA
"147",28856,51135,"Sorghastrum nutans",45.4166667,-93.166667,10.65014972,NA,NA,NA
"148",28857,51135,"Sorghastrum nutans",45.4166667,-93.166667,10.80674216,NA,NA,NA
"149",28858,51135,"Sorghastrum nutans",45.4166667,-93.166667,10.81420629,NA,NA,NA
"150",28859,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.07602297,NA,NA,NA
"151",28860,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.35700258,NA,NA,NA
"152",28861,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.44982206,NA,NA,NA
"153",28862,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.71502836,NA,NA,NA
"154",28863,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.84087535,NA,NA,NA
"155",28864,51135,"Sorghastrum nutans",45.4166667,-93.166667,11.88618765,NA,NA,NA
"156",28865,51135,"Sorghastrum nutans",45.4166667,-93.166667,12.03184158,NA,NA,NA
"157",28866,51135,"Sorghastrum nutans",45.4166667,-93.166667,12.07395552,NA,NA,NA
"158",28867,51135,"Sorghastrum nutans",45.4166667,-93.166667,12.45626053,NA,NA,NA
"159",28868,51135,"Sorghastrum nutans",45.4166667,-93.166667,13.99054494,NA,NA,NA
"160",28924,40030,"Panicum maximum",-27.461617,27.4616167,13.1,NA,NA,NA
"161",28992,40030,"Panicum maximum",-19.9241,23.5851,33.1,NA,NA,NA
"162",28993,40030,"Panicum maximum",-19.9241,23.5851,15.5,NA,NA,NA
"163",29054,48849,"Schizachyrium crinizonatum",-17.071533,133.452217,14.8,NA,NA,NA
"164",29058,39970,"Panicum decompositum",-17.062633,133.446867,10.6,NA,NA,NA
"165",29110,13074,"Cirsium wheeleri",35.35,-111.69,11.1,NA,NA,NA
"166",29111,13074,"Cirsium wheeleri",35.35,-111.69,13.9,NA,NA,NA
"167",29112,13074,"Cirsium wheeleri",35.35,-111.69,15.5,NA,NA,NA
"168",29113,13074,"Cirsium wheeleri",35.35,-111.69,17.2,NA,NA,NA
"169",29114,13074,"Cirsium wheeleri",35.35,-111.69,18.2,NA,NA,NA
"170",29115,13074,"Cirsium wheeleri",35.35,-111.69,19,NA,NA,NA
"171",93050,23306,"Eupatorium maculatum",NA,NA,20.86,NA,NA,NA
"172",93057,39959,"Panicum capillare",NA,NA,14.14,NA,NA,NA
"173",93069,430857,"Hypericum fraseri",NA,NA,21.28,NA,NA,NA
"174",156465,13034,"Cirsium esculentum",46,119.2,17.74,NA,1.25,NA
"175",156788,13061,"Cirsium segetum",34.9,110.8,21.6,NA,NA,NA
"176",156820,17669,"Dichanthium annulatum",24.78,110.48,14.2,NA,0.34,NA
"177",156914,40085,"Panicum repens",19.1,109.83,17.635,NA,2.75,NA
"178",156915,40483,"Paspalum scrobiculatum",19.1,109.83,14.98,NA,2.9,NA
"179",156916,40455,"Paspalum conjugatum",19.1,109.83,25.25,NA,2.2,NA
"180",156931,48858,"Schizachyrium sanguineum",19.1,109.83,11.25,NA,1.6,NA
"181",157221,34630,"Lyonia ovalifolia",27.7,106.88,NA,NA,0.62,NA
"182",157272,34630,"Lyonia ovalifolia",26.5,106.5,NA,NA,0.693333333333333,NA
"183",157361,48016,"Salsola laricifolia",40,102.4,NA,NA,1.11,NA
"184",172161,13016,"Cirsium arvense",45.4,-71.9,30.0035500526428,401.199760437012,NA,NA
"185",172162,13016,"Cirsium arvense",45.4,-71.9,24.1647529602051,372.058792114258,NA,NA
"186",172163,13016,"Cirsium arvense",45.4,-71.9,23.6850833892822,421.206283569336,NA,NA
"187",172164,13016,"Cirsium arvense",45.4,-71.9,26.6927266120911,414.246368408203,NA,NA
"188",172165,13016,"Cirsium arvense",45.4,-71.9,25.4357671737671,405.874481201172,NA,NA
"189",172201,23306,"Eupatorium maculatum",45.4,-71.9,14.9662292003632,448.48030090332,NA,NA
"190",172202,23306,"Eupatorium maculatum",45.4,-71.9,16.5357828140259,438.697357177734,NA,NA
"191",172203,23306,"Eupatorium maculatum",45.4,-71.9,20.1433849334717,446.550140380859,NA,NA
"192",172204,23306,"Eupatorium maculatum",45.4,-71.9,16.0776746273041,415.673637390137,NA,NA
"193",172205,23306,"Eupatorium maculatum",45.4,-71.9,15.0333964824677,428.46076965332,NA,NA
"194",172206,23314,"Eupatorium perfoliatum",45.4,-71.9,24.5459055900574,468.85929107666,NA,NA
"195",172207,23314,"Eupatorium perfoliatum",45.4,-71.9,21.8396019935608,462.423706054688,NA,NA
"196",172208,23314,"Eupatorium perfoliatum",45.4,-71.9,22.7424454689026,468.426513671875,NA,NA
"197",172209,23314,"Eupatorium perfoliatum",45.4,-71.9,23.0226469039917,474.263877868652,NA,NA
"198",172210,23314,"Eupatorium perfoliatum",45.4,-71.9,24.0101504325867,461.537284851074,NA,NA
"199",172321,39959,"Panicum capillare",45.4,-71.9,18.9520037174225,426.265716552734,NA,NA
"200",172322,39959,"Panicum capillare",45.4,-71.9,25.4230570793152,422.224617004395,NA,NA
"201",172323,39959,"Panicum capillare",45.4,-71.9,23.5585308074951,425.898361206055,NA,NA
"202",172324,39959,"Panicum capillare",45.4,-71.9,23.1224489212036,425.292282104492,NA,NA
"203",172325,39959,"Panicum capillare",45.4,-71.9,16.8339896202087,428.915901184082,NA,NA
"204",172326,39959,"Panicum capillare",45.4,-71.9,14.6069848537445,436.796493530273,NA,NA
"205",172327,39959,"Panicum capillare",45.4,-71.9,11.2488794326782,430.608177185059,NA,NA
"206",172328,39959,"Panicum capillare",45.4,-71.9,10.4672193527222,303.642692565918,NA,NA
"207",172329,39959,"Panicum capillare",45.4,-71.9,15.414811372757,423.368072509766,NA,NA
"208",172330,39959,"Panicum capillare",45.4,-71.9,13.5775089263916,424.592590332031,NA,NA
"209",172537,23306,"Eupatorium maculatum",NA,NA,32.38912,NA,NA,NA
"210",172538,23306,"Eupatorium maculatum",NA,NA,32.38912,NA,NA,NA
"211",172539,23306,"Eupatorium maculatum",NA,NA,32.38912,NA,NA,NA
"212",172540,23306,"Eupatorium maculatum",NA,NA,32.38912,NA,NA,NA
"213",172816,25487,"Galium aparine",53.4,-1.5,38.3,NA,4.3,NA
"214",173012,25487,"Galium aparine",53.4,-1.5,38.3,NA,4.3,NA
"215",222327,5522,"Asimina triloba",37.37,-77.53,20.887573964497,NA,NA,NA
"216",222328,5522,"Asimina triloba",37.37,-77.53,23.491124260355,NA,NA,NA
"217",769867,3168,"Ambrosia psilostachya",NA,NA,26.511,393.015,NA,NA
"218",769870,51135,"Sorghastrum nutans",NA,NA,10.71,448.824,NA,NA
"219",769873,39933,"Panicum acuminatum",NA,NA,14.867,458.794,NA,NA
"220",769876,51135,"Sorghastrum nutans",NA,NA,7.973,447.127,NA,NA
"221",769878,3168,"Ambrosia psilostachya",NA,NA,21.169,421.702,NA,NA
"222",769882,39933,"Panicum acuminatum",NA,NA,18.347,466.83,NA,NA
"223",769883,51135,"Sorghastrum nutans",NA,NA,8.364,441.781,NA,NA
"224",769894,39933,"Panicum acuminatum",NA,NA,17.898,462.477,NA,NA
"225",769896,51135,"Sorghastrum nutans",NA,NA,12.617,451.059,NA,NA
"226",769897,3168,"Ambrosia psilostachya",NA,NA,22.462,417.232,NA,NA
"227",769901,39933,"Panicum acuminatum",NA,NA,19.016,452.371,NA,NA
"228",769902,51135,"Sorghastrum nutans",NA,NA,12.565,441.5,NA,NA
"229",769904,3168,"Ambrosia psilostachya",NA,NA,16.79,403.679,NA,NA
"230",769911,39933,"Panicum acuminatum",NA,NA,18.907,456.827,NA,NA
"231",769912,51135,"Sorghastrum nutans",NA,NA,10.695,444.15,NA,NA
"232",769919,48859,"Schizachyrium scoparium",NA,NA,12.349,451.767,NA,NA
"233",769920,51135,"Sorghastrum nutans",NA,NA,10.33,447.719,NA,NA
"234",769924,51135,"Sorghastrum nutans",NA,NA,12.938,460.219,NA,NA
"235",769929,48859,"Schizachyrium scoparium",NA,NA,12.145,461.669,NA,NA
"236",769931,51135,"Sorghastrum nutans",NA,NA,11.462,449.529,NA,NA
"237",769933,3168,"Ambrosia psilostachya",NA,NA,18.935,384.927,NA,NA
"238",769935,39933,"Panicum acuminatum",NA,NA,14.874,455.736,NA,NA
"239",769936,41853,"Physalis virginiana",NA,NA,28.484,433.316,NA,NA
"240",769940,51135,"Sorghastrum nutans",NA,NA,10.957,447.849,NA,NA
"241",769941,3168,"Ambrosia psilostachya",NA,NA,20.372,371.69,NA,NA
"242",769946,39933,"Panicum acuminatum",NA,NA,18.583,453.285,NA,NA
"243",769954,39933,"Panicum acuminatum",NA,NA,20.69,449.87,NA,NA
"244",769955,40121,"Panicum virgatum",NA,NA,16.7,437.25,NA,NA
"245",769960,51135,"Sorghastrum nutans",NA,NA,14.55,454.97,NA,NA
"246",769964,41853,"Physalis virginiana",NA,NA,16.18,410.15,NA,NA
"247",769966,48859,"Schizachyrium scoparium",NA,NA,10.9,461.59,NA,NA
"248",769968,51135,"Sorghastrum nutans",NA,NA,14.73,450.57,NA,NA
"249",769969,3168,"Ambrosia psilostachya",NA,NA,22.19,391.7,NA,NA
"250",769973,40021,"Panicum linearifolium",NA,NA,13.92,452.79,NA,NA
"251",769977,51135,"Sorghastrum nutans",NA,NA,13.44,455.64,NA,NA
"252",769984,51135,"Sorghastrum nutans",NA,NA,13.45,457.1,NA,NA
"253",769985,3168,"Ambrosia psilostachya",NA,NA,23.74,400.9,NA,NA
"254",769987,40050,"Panicum oligosanthes",NA,NA,16.23,462.58,NA,NA
"255",769991,51135,"Sorghastrum nutans",NA,NA,11.74,459.35,NA,NA
"256",769992,3168,"Ambrosia psilostachya",NA,NA,24.71,403.57,NA,NA
"257",769995,40050,"Panicum oligosanthes",NA,NA,18.59,461.85,NA,NA
"258",769996,40021,"Panicum linearifolium",NA,NA,16.83,454.33,NA,NA
"259",769998,3168,"Ambrosia psilostachya",NA,NA,25.43,414.9,NA,NA
"260",770000,39933,"Panicum acuminatum",NA,NA,17.09,455.8,NA,NA
"261",770002,3168,"Ambrosia psilostachya",NA,NA,21.62,385.91,NA,NA
"262",770007,3168,"Ambrosia psilostachya",NA,NA,18.86,355.51,NA,NA
"263",770012,40021,"Panicum linearifolium",NA,NA,17.31,449.92,NA,NA
"264",770013,39933,"Panicum acuminatum",NA,NA,19.85,468.69,NA,NA
"265",770017,40021,"Panicum linearifolium",NA,NA,17.22,450.01,NA,NA
"266",770020,3168,"Ambrosia psilostachya",NA,NA,16.65,384.81,NA,NA
"267",770024,39933,"Panicum acuminatum",NA,NA,19.34,447.45,NA,NA
"268",770025,51135,"Sorghastrum nutans",NA,NA,12.45,449.44,NA,NA
"269",770027,3168,"Ambrosia psilostachya",NA,NA,17.24,390.26,NA,NA
"270",770031,39933,"Panicum acuminatum",NA,NA,20.24,439.44,NA,NA
"271",770033,48859,"Schizachyrium scoparium",NA,NA,14.23,456.09,NA,NA
"272",770038,3168,"Ambrosia psilostachya",NA,NA,22.16,380.56,NA,NA
"273",770041,51135,"Sorghastrum nutans",NA,NA,12.17,448.64,NA,NA
"274",770043,3168,"Ambrosia psilostachya",NA,NA,23.19,413.71,NA,NA
"275",770046,40021,"Panicum linearifolium",NA,NA,18.41,447.6,NA,NA
"276",770047,40121,"Panicum virgatum",NA,NA,11.53,458.23,NA,NA
"277",770048,51135,"Sorghastrum nutans",NA,NA,13.73,442.11,NA,NA
"278",770075,51135,"Sorghastrum nutans",NA,NA,15.51,455.79,NA,NA
"279",770086,51135,"Sorghastrum nutans",NA,NA,11.23,452.68,NA,NA
"280",770093,40050,"Panicum oligosanthes",NA,NA,16.59,449.04,NA,NA
"281",770096,51135,"Sorghastrum nutans",NA,NA,14,446.5,NA,NA
"282",770105,39933,"Panicum acuminatum",NA,NA,19.35,463.54,NA,NA
"283",770175,3168,"Ambrosia psilostachya",NA,NA,25.756,439.365,NA,NA
"284",770179,51135,"Sorghastrum nutans",NA,NA,13.96,446.959,NA,NA
"285",770181,3168,"Ambrosia psilostachya",NA,NA,21.697,438.156,NA,NA
"286",770188,39933,"Panicum acuminatum",NA,NA,14.721,456.501,NA,NA
"287",770191,51135,"Sorghastrum nutans",NA,NA,10.725,446.954,NA,NA
"288",770193,3168,"Ambrosia psilostachya",NA,NA,21.199,434.588,NA,NA
"289",770198,39933,"Panicum acuminatum",NA,NA,16.982,452.772,NA,NA
"290",770199,40121,"Panicum virgatum",NA,NA,13.931,456.757,NA,NA
"291",770200,48859,"Schizachyrium scoparium",NA,NA,14.184,452.591,NA,NA
"292",770201,51135,"Sorghastrum nutans",NA,NA,14.317,450.025,NA,NA
"293",770202,3168,"Ambrosia psilostachya",NA,NA,18.171,403.042,NA,NA
"294",770208,51135,"Sorghastrum nutans",NA,NA,14.637,450.206,NA,NA
"295",770209,3168,"Ambrosia psilostachya",NA,NA,21.652,421.277,NA,NA
"296",770216,39933,"Panicum acuminatum",NA,NA,18.649,466.105,NA,NA
"297",770217,48859,"Schizachyrium scoparium",NA,NA,13.34,454.322,NA,NA
"298",770219,51135,"Sorghastrum nutans",NA,NA,12.573,448.06,NA,NA
"299",770220,3168,"Ambrosia psilostachya",NA,NA,21.888,433.466,NA,NA
"300",770226,39933,"Panicum acuminatum",NA,NA,17.316,450.548,NA,NA
"301",770227,51135,"Sorghastrum nutans",NA,NA,12.802,446.065,NA,NA
"302",770229,3168,"Ambrosia psilostachya",NA,NA,24.954,433.163,NA,NA
"303",770237,39933,"Panicum acuminatum",NA,NA,16.053,457.476,NA,NA
"304",770238,51135,"Sorghastrum nutans",NA,NA,14.598,447.125,NA,NA
"305",770247,39933,"Panicum acuminatum",NA,NA,16.202,448.313,NA,NA
"306",770248,48859,"Schizachyrium scoparium",NA,NA,11.553,451.729,NA,NA
"307",770249,51135,"Sorghastrum nutans",NA,NA,13.411,447.722,NA,NA
"308",770253,51135,"Sorghastrum nutans",NA,NA,11.901,443.784,NA,NA
"309",770260,51135,"Sorghastrum nutans",NA,NA,10.699,441.54,NA,NA
"310",770261,3168,"Ambrosia psilostachya",NA,NA,20.837,412.636,NA,NA
"311",770266,40050,"Panicum oligosanthes",NA,NA,18.446,447.876,NA,NA
"312",770267,39933,"Panicum acuminatum",NA,NA,16.641,455.82,NA,NA
"313",770268,41853,"Physalis virginiana",NA,NA,16.868,410.323,NA,NA
"314",770271,51135,"Sorghastrum nutans",NA,NA,13.38,445.88,NA,NA
"315",770273,3168,"Ambrosia psilostachya",NA,NA,21.19,383.26,NA,NA
"316",770285,3168,"Ambrosia psilostachya",NA,NA,21.57,403.35,NA,NA
"317",770292,40021,"Panicum linearifolium",NA,NA,13.82,456.42,NA,NA
"318",770293,39933,"Panicum acuminatum",NA,NA,15,466.02,NA,NA
"319",770294,51135,"Sorghastrum nutans",NA,NA,10.84,445.05,NA,NA
"320",770305,51135,"Sorghastrum nutans",NA,NA,12.2,440.7,NA,NA
"321",770306,3168,"Ambrosia psilostachya",NA,NA,17.96,410.49,NA,NA
"322",770311,40021,"Panicum linearifolium",NA,NA,13.31,438.29,NA,NA
